"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","V21"
"1",0.00172966039739748,0.004342427176615,0.004342427176615,0.00328754584212022,0.00328754584212022,0.00520147973730223,0.00723103977823771,0.0088087039652231,0.0109785067247291,0.0189071335905866,0.0160262974094699,0.0220289394116709,0.0189071335905866,0.0253948232212555,0.0220289394116709,0.0220289394116709,0.0189071335905866,0.0240913702429356,0.0183428818113154,0.0189071335905866,0.0214124807444885
"2",0.0162343351018314,0.0133094816316502,0.0133094816316502,0.0162299379927748,0.0162299379927748,0.0142486442307225,0.0219450218284492,0.0185663730054501,0.016385731323728,0.0107226956685803,0.0124673735252469,0.0133349178314397,0.0152703703324194,0.0162343351018314,0.0183597714703613,0.0183597714703613,0.0152703703324194,0.0143539505867423,0.0143539505867423,0.0107226956685803,0.0124673735252469
"3",0.0197001299721838,0.0310980660249639,0.0310980660249639,0.0274978517126004,0.0274978517126004,0.0355646829602567,0.0459725612105592,0.0509025776134142,0.0549594076344549,0.0580851389354992,0.0635663046216126,0.072855288940806,0.0681235038327721,0.0777662515279446,0.072855288940806,0.072855288940806,0.0681235038327721,0.0803995338779384,0.0803995338779384,0.0907632387247209,0.0977664969840393
"4",0.00146045022111696,0.00269615700694323,0.00269615700694323,0.00363236844366705,0.00363236844366705,0.00216742870429735,1.37893660368948e-05,0.000148266632443853,1.37893660368948e-05,3.20934271076104e-06,4.37631901137639e-05,0.000851422811999597,0.000320825805401255,0.000431457448988947,9.03185718826183e-05,9.03185718826183e-05,0.000320825805401255,0.00121169521129107,0.00121169521129107,0.00328498936747533,0.00433055897433512
"5",0.0228055744125887,0.0217277343486685,0.0217277343486685,0.0187154688436981,0.0187154688436981,0.0196754666345469,0.0276001229302506,0.0314206290670009,0.0276001229302506,0.0234084812196597,0.0268675646739004,0.0202104853858244,0.0177743093494175,0.0228055744125887,0.0202104853858244,0.0202104853858244,0.0234084812196597,0.0183196889373935,0.0240583178904325,0.0298342399322586,0.0268675646739004
"6",0.0334098261071957,0.0337197713409648,0.0337197713409648,0.0303299084460415,0.0303299084460415,0.0371497712469412,0.0634726677500961,0.0687161729081916,0.0634726677500961,0.0584424609590615,0.0633584102151687,0.073737268726132,0.0792673839255494,0.0792594159390084,0.0849700244990662,0.0849700244990662,0.0909412792194811,0.103713576707566,0.103713576707566,0.103475850802352,0.110183538127087
"7",0.000200563869176314,0.00137464962302735,0.00137464962302735,0.00079751152528749,0.00079751152528749,0.00195522585436082,0.0096309852967904,0.0115106901332379,0.0138784307524329,0.0121257406959582,0.0142062331679658,0.0196672195508991,0.0168251184261833,0.0227350653807299,0.0196672195508991,0.0196672195508991,0.0223018682331745,0.0281276632164811,0.0281276632164811,0.0356112506545186,0.0391873507432725
"8",0.0707273447431993,0.0780780254495709,0.0780780254495709,0.0717139572051869,0.0717139572051869,0.0752479076603701,0.0940051589863479,0.101952059483689,0.0940051589863479,0.084125650966559,0.0914013261960782,0.101681552811183,0.109726570691619,0.107066121864805,0.115288333912248,0.115288333912248,0.123945761647166,0.127152439413854,0.112632517845802,0.109726570691619,0.118207592187231
"9",1.41945887010689e-05,0.00013720750540571,0.00013720750540571,9.88530552024904e-07,9.88530552024904e-07,2.48191087378667e-05,0.000943571120094919,0.00173460454455273,0.000943571120094919,0.00139443689446647,0.00232389205084473,0.00212206608090381,0.00139443689446647,0.00300065424438433,0.00212206608090381,0.00212206608090381,0.00324029269065403,0.0034955541392315,0.0034955541392315,0.00585638083996711,0.0046011222661466
"10",0.0172117214637232,0.018070761566719,0.018070761566719,0.0157578418554744,0.0157578418554744,0.0200931514735693,0.0387365861664619,0.042535565090135,0.0387365861664619,0.0356112506545186,0.0391873507432725,0.0479631230193109,0.0434582584690376,0.0440166952741013,0.0396965415615154,0.0396965415615154,0.0434582584690376,0.0515940690043621,0.0515940690043621,0.0615808691534419,0.0663390259595992
